filename,L(m),W(m),xFeed(m),yFeed(m),Gmax_dBi,S11_dB,InputResistance_ohm,InputReactance_ohm
ant_0241.png,2.99E-02,3.64E-02,1.30E-02,1.02E-03,5.4801,-6.3386,20.6582,19.7379
ant_0242.png,2.74E-02,3.81E-02,-1.19E-02,1.52E-06,5.5929,-26.7362,45.629,-0.5328
ant_0243.png,2.68E-02,3.81E-02,3.46E-03,-9.26E-04,5.0111,-1.8111,16.013,70.9529
ant_0244.png,2.76E-02,3.71E-02,5.51E-03,-1.01E-03,5.3524,-3.6134,22.0899,51.2328
ant_0245.png,2.72E-02,3.87E-02,1.19E-02,4.45E-04,5.603,-46.1352,50.1272,0.4774
ant_0246.png,3.05E-02,3.65E-02,1.33E-02,1.27E-03,5.4352,-5.1786,18.1689,23.877
ant_0247.png,2.97E-02,3.71E-02,-1.26E-02,-3.11E-04,5.5051,-6.4879,21.4883,20.7652
ant_0248.png,3.12E-02,3.65E-02,1.33E-02,4.47E-04,5.409,-3.9213,15.1165,29.0577
ant_0249.png,2.66E-02,3.38E-02,1.01E-02,6.65E-04,5.5295,-13.4551,73.1655,-12.4501
ant_0250.png,2.94E-02,3.74E-02,6.84E-03,-1.41E-03,5.2063,-2.3568,14.0987,51.2269
ant_0251.png,2.96E-02,3.74E-02,-6.46E-03,-8.08E-04,5.0999,-1.9418,12.7005,55.805
ant_0252.png,2.66E-02,3.58E-02,-4.53E-03,-6.43E-04,5.3708,-3.9235,27.667,57.1885
ant_0253.png,2.75E-02,4.00E-02,1.11E-02,9.08E-04,5.6057,-16.5371,44.2436,12.9513
ant_0254.png,2.66E-02,4.08E-02,-8.16E-03,-5.69E-04,5.5751,-11.1232,52.4014,29.5149
ant_0255.png,2.93E-02,3.52E-02,1.13E-02,-1.45E-04,5.5116,-7.4397,23.4174,17.9897
ant_0256.png,2.62E-02,3.73E-02,-8.25E-03,-1.47E-04,5.5622,-15.0364,67.5863,11.3281
ant_0257.png,2.89E-02,3.95E-02,-1.22E-02,-8.86E-04,5.5455,-8.657,28.7292,21.303
ant_0258.png,2.84E-02,4.06E-02,-1.03E-02,-1.43E-03,5.5265,-7.8482,30.7509,28.9322
ant_0259.png,2.98E-02,3.73E-02,-3.74E-03,7.50E-04,3.8015,-0.7031,6.6463,75.3924
ant_0260.png,2.79E-02,4.05E-02,5.74E-03,1.26E-04,5.1846,-2.5467,19.3876,62.6504
ant_0261.png,2.94E-02,3.89E-02,-6.33E-03,-6.40E-04,5.0547,-1.8864,13.3164,59.5846
ant_0262.png,2.69E-02,4.04E-02,4.21E-03,4.89E-04,5.077,-2.1453,19.513,71.9709
ant_0263.png,3.05E-02,3.39E-02,1.14E-02,-7.80E-04,5.442,-4.6856,16.6434,24.5334
ant_0264.png,2.93E-02,3.94E-02,1.02E-02,6.37E-05,5.4811,-5.0737,21.7567,34.1408
ant_0265.png,3.10E-02,3.40E-02,6.04E-03,7.70E-04,4.8065,-1.1501,8.1545,60.234
ant_0266.png,2.75E-02,3.46E-02,-1.13E-02,-7.54E-04,5.5424,-20.6253,45.6286,-7.7847
ant_0267.png,2.77E-02,3.97E-02,1.05E-02,-6.79E-04,5.5916,-13.2067,39.4801,16.9003
ant_0268.png,2.96E-02,3.94E-02,-1.07E-02,-6.97E-04,5.4565,-4.9561,21.4374,34.5924
ant_0269.png,2.67E-02,3.44E-02,1.84E-03,-1.17E-03,4.2809,-0.7674,7.292,75.645
ant_0270.png,2.88E-02,3.56E-02,-1.27E-02,1.35E-03,5.5244,-11.1089,29.3242,8.0608
ant_0271.png,2.79E-02,3.58E-02,-6.22E-03,-4.81E-04,5.4041,-4.2139,22.7577,45.1154
ant_0272.png,3.07E-02,3.72E-02,1.17E-02,-1.40E-03,5.4003,-4.0239,16.0879,30.965
ant_0273.png,2.87E-02,3.37E-02,9.99E-03,-6.85E-04,5.5029,-8.8832,26.5454,15.4421
ant_0274.png,2.90E-02,4.05E-02,-1.47E-03,5.88E-04,-0.0844,-0.3647,4.6501,92.5119
ant_0275.png,2.91E-02,3.43E-02,-1.12E-02,-1.18E-03,5.5032,-8.9041,25.6729,12.9093
ant_0276.png,2.67E-02,3.94E-02,-2.34E-03,-1.24E-03,4.1978,-0.9207,9.7399,81.4129
ant_0277.png,3.05E-02,3.87E-02,1.19E-02,-5.37E-04,5.426,-4.0597,17.2244,33.9569
ant_0278.png,2.94E-02,3.44E-02,1.29E-03,1.29E-03,0.3606,-0.2868,3.0329,81.7364
ant_0279.png,2.66E-02,3.70E-02,9.07E-03,1.72E-04,5.5746,-19.9211,58.0442,7.3975
ant_0280.png,2.82E-02,3.55E-02,1.20E-02,-2.64E-04,5.5506,-15.2723,35.6089,3.3004
ant_0281.png,3.09E-02,3.54E-02,-1.34E-02,-7.08E-04,5.4204,-4.5109,16.5069,26.2052
ant_0282.png,3.08E-02,3.40E-02,-4.88E-03,3.70E-04,4.4025,-0.8207,6.6521,67.2098
ant_0283.png,3.01E-02,3.72E-02,-1.24E-02,3.00E-04,5.4777,-5.2382,18.902,25.4576
ant_0284.png,2.66E-02,3.73E-02,-1.14E-02,-6.64E-04,5.5851,-15.0578,65.2883,-13.6694
ant_0285.png,2.94E-02,4.03E-02,-1.28E-02,-1.25E-03,5.4926,-6.4368,24.6199,28.3393
ant_0286.png,2.75E-02,3.64E-02,9.46E-03,-1.19E-03,5.5625,-15.7565,39.9818,10.8571
ant_0287.png,2.81E-02,3.57E-02,1.72E-03,-6.20E-04,2.4026,-0.4199,4.3901,81.0453
ant_0288.png,2.68E-02,3.35E-02,4.02E-03,-1.23E-03,5.2982,-3.2383,22.7061,57.9169
ant_0289.png,3.07E-02,3.45E-02,1.26E-02,-1.00E-03,5.4324,-4.8262,16.8656,23.6021
ant_0290.png,2.86E-02,3.65E-02,4.44E-03,-8.34E-04,4.8627,-1.4174,10.9823,64.5671
ant_0291.png,2.87E-02,4.09E-02,-1.14E-02,-1.52E-03,5.5174,-8.2643,31.2257,27.2417
ant_0292.png,2.75E-02,3.95E-02,1.56E-03,-4.20E-04,1.7141,-0.4424,5.1337,86.9548
ant_0293.png,2.98E-02,3.74E-02,-1.24E-02,-1.13E-03,5.4842,-5.9373,20.6427,23.4537
ant_0294.png,3.03E-02,3.82E-02,6.63E-03,1.36E-04,4.9244,-1.5355,10.9381,60.2681
ant_0295.png,2.77E-02,3.97E-02,-1.15E-02,-1.18E-03,5.5969,-15.5258,40.611,12.0817
ant_0296.png,3.06E-02,3.38E-02,-1.23E-02,-3.25E-04,5.4445,-5.182,17.6012,21.9645
ant_0297.png,3.11E-02,3.65E-02,-1.00E-02,-5.42E-04,5.3314,-2.7306,12.6854,38.8101
ant_0298.png,3.06E-02,3.53E-02,3.73E-03,-1.01E-03,3.5337,-0.569,5.4063,75.7364
ant_0299.png,3.05E-02,3.41E-02,9.29E-03,5.46E-04,5.3754,-3.1862,14.0285,36.0207
ant_0300.png,2.71E-02,3.86E-02,1.14E-02,1.24E-03,5.5994,-32.3185,52.2428,1.0487
ant_0301.png,2.82E-02,3.62E-02,9.46E-03,-9.62E-05,5.5417,-9.911,30.4853,17.6706
ant_0302.png,2.73E-02,3.67E-02,-9.73E-03,1.05E-03,5.5664,-21.3057,44.2921,5.7872
ant_0303.png,2.90E-02,3.63E-02,2.43E-03,-1.93E-04,2.8419,-0.502,5.0775,79.1816
ant_0304.png,2.98E-02,3.40E-02,-1.18E-02,9.75E-04,5.4727,-6.6815,21.0127,17.5719
ant_0305.png,2.70E-02,3.80E-02,-8.72E-03,8.26E-04,5.5695,-15.0399,45.9519,16.76
ant_0306.png,3.00E-02,3.66E-02,-4.71E-03,6.70E-04,4.4539,-0.9751,8.0485,68.0774
ant_0307.png,2.69E-02,3.90E-02,1.10E-02,-2.32E-04,5.6104,-24.7655,55.3855,2.8447
ant_0308.png,2.92E-02,3.99E-02,-1.09E-02,6.51E-04,5.4993,-6.1065,24.7998,31.2312
ant_0309.png,3.02E-02,3.35E-02,-1.74E-03,-1.28E-03,1.1897,-0.3078,3.1633,80.1275
ant_0310.png,2.82E-02,3.60E-02,-1.21E-02,-4.67E-04,5.5556,-14.7665,34.6234,1.6168
ant_0311.png,3.05E-02,3.60E-02,4.31E-03,-3.33E-04,4.0195,-0.7346,6.3969,70.998
ant_0312.png,2.96E-02,3.82E-02,1.08E-02,-1.27E-03,5.4734,-5.2582,20.3926,29.2325
ant_0313.png,2.74E-02,3.68E-02,-1.16E-02,-1.84E-04,5.5788,-24.0293,45.5144,-4.0022
ant_0314.png,2.72E-02,3.41E-02,-5.92E-03,9.87E-04,5.4448,-6.1939,30.9635,39.9448
ant_0315.png,2.93E-02,4.02E-02,8.86E-03,-8.64E-04,5.3655,-3.5466,18.996,45.245
ant_0316.png,2.87E-02,3.89E-02,-1.10E-02,-7.96E-04,5.5387,-8.2232,28.1544,22.8198
ant_0317.png,2.82E-02,3.36E-02,-1.23E-02,-1.25E-03,5.5149,-16.0006,36.8241,-4.0162
ant_0318.png,3.06E-02,3.53E-02,-6.21E-03,1.07E-03,4.8842,-1.3081,9.1373,59.4094
ant_0319.png,2.65E-02,3.61E-02,1.01E-02,4.28E-04,5.5677,-15.4031,68.6903,-7.639
ant_0320.png,2.82E-02,3.45E-02,9.43E-03,9.87E-04,5.5193,-10.1081,30.2363,16.2176
ant_0321.png,2.64E-02,4.07E-02,5.47E-03,-1.47E-03,5.4173,-4.592,34.666,58.7818
ant_0322.png,2.88E-02,4.05E-02,5.80E-03,9.39E-04,4.957,-1.8018,14.4966,66.1663
ant_0323.png,3.01E-02,3.39E-02,-5.15E-03,1.28E-03,4.768,-1.1349,8.3787,62.2786
ant_0324.png,2.99E-02,3.77E-02,2.73E-03,-1.61E-04,2.364,-0.4687,5.0129,82.3026
ant_0325.png,3.02E-02,3.42E-02,1.33E-02,1.10E-03,5.4464,-6.1431,19.5714,18.1912
ant_0326.png,2.87E-02,3.44E-02,5.20E-03,-1.28E-03,5.1386,-2.0019,13.2415,56.3146
ant_0327.png,2.99E-02,4.06E-02,-5.02E-03,-9.21E-04,4.1651,-0.9788,9.6137,77.2953
ant_0328.png,3.01E-02,3.89E-02,-4.71E-03,-1.27E-03,4.1526,-0.8898,8.1733,73.7512
ant_0329.png,2.61E-02,3.72E-02,-2.82E-03,-9.78E-04,5.006,-1.7451,16.0563,73.0837
ant_0330.png,2.81E-02,3.87E-02,-4.86E-03,-2.06E-04,5.0512,-1.9134,15.0129,64.8034
ant_0331.png,2.69E-02,3.49E-02,9.08E-03,1.24E-03,5.5468,-23.6427,54.5606,5.1549
ant_0332.png,2.82E-02,3.63E-02,-3.28E-03,-8.04E-05,4.4887,-1.0096,8.9169,71.5999
ant_0333.png,2.77E-02,4.08E-02,-1.16E-02,-1.24E-04,5.5982,-13.9179,40.2051,15.6231
ant_0334.png,3.03E-02,4.09E-02,1.30E-02,2.20E-04,5.4214,-4.2628,19.5804,37.7039
ant_0335.png,3.07E-02,3.36E-02,4.13E-03,-1.18E-03,4.0316,-0.6626,5.7537,70.8777
ant_0336.png,2.94E-02,4.01E-02,-3.75E-03,1.56E-03,3.6814,-0.7533,7.8286,80.5467
ant_0337.png,2.92E-02,3.54E-02,4.34E-03,9.54E-04,4.6982,-1.1075,8.9636,66.9908
ant_0338.png,3.03E-02,3.50E-02,-1.28E-02,9.98E-04,5.4525,-5.4711,18.5844,22.03
ant_0339.png,3.07E-02,3.51E-02,4.14E-03,-8.60E-05,3.8752,-0.6391,5.8151,73.3753
ant_0340.png,2.81E-02,3.72E-02,1.87E-03,3.07E-04,2.4416,-0.4584,4.7968,81.0845
ant_0341.png,2.74E-02,3.99E-02,3.60E-03,-5.14E-04,4.6889,-1.3462,13.1196,76.5542
ant_0342.png,2.80E-02,3.99E-02,9.33E-03,-6.58E-05,5.5479,-7.9155,31.7288,29.8213
ant_0343.png,3.07E-02,4.05E-02,1.22E-02,1.29E-03,5.3258,-3.565,17.2038,40.3531
ant_0344.png,2.63E-02,3.60E-02,5.41E-03,-3.85E-04,5.4632,-6.3223,40.5108,48.7264
ant_0345.png,2.72E-02,3.75E-02,-1.46E-03,-1.29E-03,2.5777,-0.4717,4.9753,81.5241
ant_0346.png,2.81E-02,3.44E-02,-1.20E-02,-1.05E-03,5.5344,-16.8658,37.5606,-1.7603
ant_0347.png,2.90E-02,4.00E-02,-1.40E-03,-1.36E-03,0.1516,-0.3608,4.4597,90.6769
ant_0348.png,2.98E-02,3.69E-02,1.19E-02,3.80E-04,5.4968,-5.8133,20.123,23.1905
ant_0349.png,2.97E-02,3.58E-02,1.16E-02,6.16E-04,5.495,-6.1578,20.8127,21.8787
ant_0350.png,2.86E-02,3.71E-02,-1.23E-02,-1.14E-03,5.5514,-11.2594,30.2843,10.0584
ant_0351.png,2.72E-02,3.86E-02,-1.19E-02,8.04E-04,5.603,-36.9841,50.0801,-1.4141
ant_0352.png,2.90E-02,3.65E-02,1.07E-02,7.12E-04,5.524,-7.5169,24.2219,19.451
ant_0353.png,2.76E-02,3.42E-02,9.77E-03,-8.76E-04,5.5357,-21.2142,42.8866,3.84
ant_0354.png,2.88E-02,4.09E-02,-1.22E-02,1.60E-03,5.5197,-7.6695,28.3824,26.5283
ant_0355.png,3.08E-02,3.77E-02,1.07E-02,-1.47E-03,5.3398,-3.262,14.7017,37.1602
ant_0356.png,2.79E-02,4.04E-02,-1.02E-02,-6.17E-04,5.5643,-9.9788,35.3785,24.0142
ant_0357.png,3.09E-02,4.08E-02,-1.36E-02,-2.41E-04,5.3485,-3.5336,17.6347,41.9555
ant_0358.png,2.71E-02,3.49E-02,1.09E-02,9.20E-04,5.5521,-20.4935,55.0467,-8.5839
ant_0359.png,2.87E-02,3.76E-02,-4.51E-03,-1.35E-03,4.8235,-1.3877,11.0837,66.1316
ant_0360.png,2.95E-02,3.80E-02,3.58E-03,1.68E-04,3.7024,-0.6913,6.8062,77.6086
ant_0361.png,2.67E-02,3.48E-02,-3.30E-03,-9.46E-04,5.1432,-2.1094,17.3324,66.9061
ant_0362.png,2.95E-02,3.36E-02,6.79E-03,-1.26E-03,5.2817,-2.6539,14.179,45.64
ant_0363.png,2.86E-02,3.99E-02,5.91E-03,4.12E-04,5.1028,-2.1563,16.1982,62.4181
ant_0364.png,2.79E-02,4.08E-02,2.51E-03,-1.36E-03,3.2122,-0.6574,7.5986,86.6074
ant_0365.png,2.88E-02,3.95E-02,-9.20E-03,-4.72E-04,5.4785,-5.5063,24.7977,36.1563
ant_0366.png,2.85E-02,3.79E-02,6.30E-03,-1.02E-03,5.2912,-2.9275,17.7749,51.5363
ant_0367.png,2.89E-02,4.04E-02,-1.15E-02,-7.75E-04,5.5207,-7.3052,28.0383,28.2653
ant_0368.png,2.90E-02,3.53E-02,6.43E-03,8.33E-04,5.28,-2.664,15.4033,49.4105
ant_0369.png,3.08E-02,3.48E-02,1.19E-02,4.57E-04,5.434,-4.1842,15.6497,27.4093
ant_0370.png,2.80E-02,3.90E-02,-1.08E-02,1.32E-03,5.5712,-12.4118,36.0167,15.5889
ant_0371.png,2.63E-02,3.74E-02,3.05E-03,-7.66E-04,5.0401,-1.8734,17.1008,72.5171
ant_0372.png,3.06E-02,3.88E-02,-1.02E-02,8.30E-04,5.3258,-3.1469,15.7771,42.3636
ant_0373.png,2.63E-02,3.86E-02,1.06E-02,-3.58E-04,5.6031,-13.7886,75.4639,-3.1513
ant_0374.png,2.73E-02,4.00E-02,-9.97E-03,2.06E-04,5.5899,-14.2873,43.5685,17.2017
ant_0375.png,2.70E-02,3.75E-02,9.28E-03,4.73E-05,5.579,-19.5521,49.5254,10.527
ant_0376.png,3.01E-02,3.50E-02,9.25E-03,5.00E-04,5.4036,-3.548,15.5109,35.5748
ant_0377.png,2.64E-02,3.98E-02,3.01E-03,1.59E-03,4.8348,-1.487,14.7567,77.369
ant_0378.png,2.87E-02,4.09E-02,3.43E-03,-1.42E-03,3.703,-0.7946,8.708,83.4831
ant_0379.png,2.99E-02,3.66E-02,-1.06E-02,1.42E-03,5.4465,-5.022,19.0723,28.188
ant_0380.png,2.97E-02,3.66E-02,5.56E-03,-1.25E-03,4.8832,-1.4376,10.304,60.6307
ant_0381.png,2.66E-02,4.08E-02,-8.07E-03,-1.17E-03,5.5694,-10.79,51.0734,30.461
ant_0382.png,3.06E-02,3.70E-02,-1.13E-02,1.18E-03,5.4009,-4.034,16.4268,31.9032
ant_0383.png,2.75E-02,3.55E-02,-1.01E-02,4.42E-04,5.5551,-21.9454,43.3218,3.3342
ant_0384.png,3.09E-02,3.81E-02,-2.50E-03,-1.44E-03,1.2183,-0.3937,4.3889,84.6757
ant_0385.png,3.05E-02,3.80E-02,-4.40E-03,1.10E-03,3.8299,-0.7286,6.8266,74.9058
ant_0386.png,2.83E-02,3.76E-02,-1.12E-02,-1.27E-03,5.5568,-12.4966,33.2725,10.818
ant_0387.png,2.84E-02,3.39E-02,8.66E-03,6.56E-04,5.4943,-8.1221,27.4242,22.1242
ant_0388.png,3.09E-02,3.73E-02,2.84E-03,1.47E-03,2.0306,-0.4318,4.5752,81.7922
ant_0389.png,2.78E-02,3.91E-02,-4.44E-03,7.22E-04,4.965,-1.7396,14.6871,68.6681
ant_0390.png,2.74E-02,3.42E-02,-1.07E-02,-1.29E-04,5.5392,-22.222,48.9878,-7.6202
ant_0391.png,2.94E-02,3.97E-02,3.54E-03,6.36E-04,3.5237,-0.6964,7.3702,81.5952
ant_0392.png,2.73E-02,3.92E-02,-2.60E-03,-3.92E-04,4.1295,-0.8803,9.2001,80.7729
ant_0393.png,2.83E-02,3.58E-02,2.50E-03,1.03E-03,3.7336,-0.6241,6.1086,77.322
ant_0394.png,2.81E-02,3.71E-02,-1.03E-02,1.45E-03,5.5558,-12.5956,34.0137,11.8507
ant_0395.png,2.69E-02,3.99E-02,2.87E-03,4.61E-04,4.4289,-1.0939,11.4924,80.8785
ant_0396.png,2.69E-02,4.06E-02,9.01E-03,1.35E-03,5.5895,-12.5043,48.3322,23.9289
ant_0397.png,3.06E-02,3.71E-02,-1.05E-02,7.53E-04,5.3852,-3.5408,15.5433,35.7798
ant_0398.png,2.67E-02,3.61E-02,-1.13E-02,9.95E-04,5.5694,-14.6932,64.8756,-15.3142
ant_0399.png,2.75E-02,3.54E-02,-1.11E-02,-8.03E-04,5.554,-23.3275,45.1872,-4.3632
ant_0400.png,3.11E-02,3.79E-02,7.26E-03,-9.40E-04,4.8813,-1.4207,9.7398,58.4181
ant_0401.png,2.91E-02,3.73E-02,5.18E-03,1.12E-03,4.8988,-1.4983,11.2543,62.9453
ant_0402.png,2.66E-02,3.61E-02,4.04E-03,-5.76E-04,5.2874,-3.1293,23.4548,61.151
ant_0403.png,3.01E-02,3.94E-02,-1.05E-02,6.58E-04,5.386,-3.7871,18.1386,39.8935
ant_0404.png,3.12E-02,3.47E-02,-6.93E-03,9.77E-04,4.9604,-1.376,8.9836,56.0127
ant_0405.png,3.02E-02,3.49E-02,1.54E-03,7.74E-04,-0.1504,-0.2844,3.1255,83.9081
ant_0406.png,2.92E-02,3.78E-02,-9.40E-03,-1.08E-03,5.4609,-5.0719,21.2501,33.0478
ant_0407.png,3.04E-02,3.60E-02,1.25E-03,-7.47E-06,-1.0288,-0.2754,3.0777,84.8636
ant_0408.png,2.88E-02,4.00E-02,-1.13E-02,1.62E-04,5.5409,-7.8709,28.6742,25.7732
ant_0409.png,3.10E-02,3.79E-02,1.36E-02,-8.68E-04,5.3968,-3.9811,16.2494,32.0324
ant_0410.png,2.62E-02,3.69E-02,3.53E-03,-7.40E-04,5.2278,-2.6367,22.3283,67.6873
ant_0411.png,2.80E-02,3.67E-02,-1.16E-02,-3.51E-04,5.5689,-15.7841,36.4055,3.5522
ant_0412.png,3.08E-02,3.90E-02,1.33E-02,9.11E-04,5.3903,-3.9047,16.8624,34.8713
ant_0413.png,2.83E-02,3.98E-02,1.14E-02,7.42E-05,5.5775,-9.9487,32.3872,20.4699
ant_0414.png,2.82E-02,3.50E-02,-1.76E-03,-4.77E-04,2.4502,-0.4126,4.2458,80.1707
ant_0415.png,2.78E-02,3.96E-02,1.04E-02,-1.20E-03,5.5811,-11.9841,37.4233,18.6507
ant_0416.png,2.92E-02,3.61E-02,4.53E-03,-8.70E-04,4.6955,-1.1778,9.2445,65.3755
ant_0417.png,2.95E-02,4.02E-02,-2.94E-03,1.25E-03,2.5907,-0.55,6.2747,85.9235
ant_0418.png,2.86E-02,3.56E-02,-1.09E-02,-1.38E-03,5.5279,-10.3846,29.1808,12.4308
ant_0419.png,2.96E-02,3.73E-02,-9.16E-03,-7.92E-04,5.4172,-4.0548,18.1613,36.5937
ant_0420.png,2.71E-02,3.96E-02,-8.32E-03,8.70E-04,5.5613,-10.8114,43.1275,27.075
ant_0421.png,2.69E-02,4.03E-02,-2.85E-03,8.61E-04,4.4483,-1.1219,11.9324,81.5314
ant_0422.png,2.64E-02,4.06E-02,2.56E-03,-1.16E-03,4.4504,-1.1258,12.466,83.762
ant_0423.png,2.72E-02,3.74E-02,5.68E-03,9.46E-04,5.4084,-4.4329,26.25,48.9219
ant_0424.png,3.01E-02,3.70E-02,5.35E-03,7.99E-04,4.6494,-1.1414,8.9161,65.1516
ant_0425.png,3.03E-02,3.88E-02,-1.23E-02,1.13E-03,5.4245,-4.6795,19.2341,32.2351
ant_0426.png,2.63E-02,4.07E-02,-3.94E-03,-1.28E-03,5.1525,-2.4268,23.2005,74.0312
ant_0427.png,2.98E-02,3.81E-02,1.13E-02,2.34E-04,5.4864,-5.198,19.9166,28.6277
ant_0428.png,3.09E-02,4.00E-02,-1.27E-02,1.05E-03,5.3405,-3.5024,16.5968,39.5126
ant_0429.png,2.77E-02,4.08E-02,1.51E-03,1.08E-03,1.0838,-0.4264,5.2738,90.6905
ant_0430.png,3.08E-02,3.59E-02,-1.16E-02,9.22E-04,5.4128,-3.9759,15.9936,31.2873
ant_0431.png,3.09E-02,3.41E-02,-1.03E-02,-6.32E-04,5.385,-3.3684,14.0924,33.4018
ant_0432.png,3.03E-02,4.09E-02,1.21E-02,6.14E-04,5.3915,-3.8915,18.63,39.8216
ant_0433.png,2.89E-02,3.63E-02,-1.02E-02,-3.82E-04,5.5179,-7.4749,24.6954,20.8682
ant_0434.png,2.85E-02,3.54E-02,-1.21E-02,-1.68E-04,5.542,-12.3145,31.3441,6.5424
ant_0435.png,2.64E-02,3.77E-02,-1.08E-02,2.63E-04,5.5907,-15.2209,68.4838,-9.0968
ant_0436.png,2.84E-02,3.99E-02,-9.92E-03,-7.86E-04,5.5322,-7.6265,29.8568,28.9996
ant_0437.png,3.09E-02,3.57E-02,3.47E-03,5.88E-04,3.0025,-0.4864,4.8854,78.799
ant_0438.png,2.96E-02,3.35E-02,-1.26E-02,2.61E-04,5.4814,-7.8634,22.6784,11.8495
ant_0439.png,2.75E-02,3.44E-02,1.14E-02,9.97E-04,5.5424,-22.9661,47.6408,-6.5427
ant_0440.png,2.64E-02,3.60E-02,2.74E-03,1.39E-04,4.922,-1.5603,13.9285,71.7159
ant_0441.png,2.99E-02,3.98E-02,-6.59E-03,7.80E-04,4.9163,-1.6384,12.4186,63.3045
ant_0442.png,2.98E-02,3.88E-02,3.85E-03,9.47E-05,3.6761,-0.7107,7.1688,78.9296
ant_0443.png,3.05E-02,3.85E-02,1.14E-02,-1.34E-03,5.3865,-3.8572,16.7091,35.0379
ant_0444.png,2.88E-02,3.56E-02,-1.14E-02,3.08E-04,5.5334,-9.9298,28.1482,12.624
ant_0445.png,2.77E-02,4.01E-02,1.67E-03,-1.11E-03,1.7222,-0.4506,5.295,87.677
ant_0446.png,2.68E-02,3.47E-02,3.51E-03,9.18E-04,5.1706,-2.2314,17.7139,65.058
ant_0447.png,3.01E-02,3.88E-02,1.20E-02,1.79E-05,5.4667,-4.7319,19.0594,31.2208
ant_0448.png,2.76E-02,3.94E-02,-2.40E-03,3.76E-04,3.588,-0.7007,7.6579,83.3983
ant_0449.png,2.92E-02,3.44E-02,2.83E-03,-2.44E-04,3.5707,-0.5551,5.3212,76.2214
ant_0450.png,3.03E-02,4.05E-02,9.31E-03,8.02E-04,5.2397,-2.6246,15.2942,49.8063
ant_0451.png,2.77E-02,3.72E-02,-6.30E-03,1.19E-04,5.4246,-4.6565,25.1448,44.7104
ant_0452.png,2.71E-02,3.42E-02,5.53E-03,-8.33E-04,5.4234,-5.3369,29.1421,44.4523
ant_0453.png,3.06E-02,3.86E-02,-1.34E-02,-2.34E-04,5.4302,-4.3794,17.9202,32.0821
ant_0454.png,2.85E-02,3.78E-02,-4.91E-03,1.72E-04,4.9806,-1.6815,13.0141,64.3199
ant_0455.png,2.97E-02,3.71E-02,9.80E-03,-3.55E-04,5.4522,-4.3939,18.1537,32.5585
ant_0456.png,2.65E-02,3.63E-02,2.34E-03,6.66E-05,4.6121,-1.1308,10.7412,75.376
ant_0457.png,2.66E-02,3.47E-02,1.11E-02,2.39E-04,5.5472,-12.424,74.5093,-17.4312
ant_0458.png,3.08E-02,3.78E-02,6.22E-03,-6.07E-05,4.6844,-1.1628,8.8827,63.9975
ant_0459.png,2.74E-02,3.54E-02,-9.09E-03,-9.37E-04,5.5454,-17.1485,42.318,10.3628
ant_0460.png,2.73E-02,3.50E-02,1.14E-02,8.46E-04,5.5541,-22.7353,51.5458,-7.2678
ant_0461.png,2.97E-02,3.99E-02,9.75E-03,-1.30E-03,5.3814,-3.823,18.8054,41.126
ant_0462.png,2.94E-02,3.51E-02,-3.17E-03,1.92E-05,3.8053,-0.6159,5.7762,75.0085
ant_0463.png,3.09E-02,3.64E-02,1.19E-02,-2.87E-04,5.421,-3.7953,14.95,30.2149
ant_0464.png,3.05E-02,4.03E-02,1.04E-02,-1.15E-03,5.2886,-3.0317,16.0816,45.1042
ant_0465.png,2.86E-02,3.80E-02,1.01E-02,1.18E-03,5.5322,-7.6762,26.7594,23.7053
ant_0466.png,2.99E-02,4.08E-02,-1.77E-03,8.90E-07,-0.2998,-0.3724,4.9326,94.7966
ant_0467.png,2.90E-02,4.08E-02,1.03E-02,-7.79E-04,5.4805,-5.4499,24.27,35.6905
ant_0468.png,2.95E-02,4.07E-02,1.01E-02,-1.62E-03,5.3904,-4.2601,20.6912,40.2931
ant_0469.png,3.06E-02,3.65E-02,-7.04E-03,-6.20E-04,5.0357,-1.6639,10.5534,54.4497
ant_0470.png,2.64E-02,3.78E-02,1.44E-03,-6.45E-04,3.1784,-0.5415,5.7583,81.9491
ant_0471.png,2.71E-02,3.92E-02,1.16E-02,6.34E-04,5.6098,-29.2582,53.0944,1.7425
ant_0472.png,2.99E-02,3.64E-02,-1.41E-03,4.22E-04,-0.519,-0.3029,3.3631,84.4815
ant_0473.png,2.74E-02,3.74E-02,2.73E-03,1.17E-03,4.3782,-0.9449,8.9002,75.0635
ant_0474.png,3.05E-02,3.51E-02,-1.29E-02,1.31E-03,5.4346,-5.1936,18.0005,23.1715
ant_0475.png,2.92E-02,3.47E-02,1.14E-02,-6.91E-04,5.5098,-8.1753,24.4185,14.9147
ant_0476.png,2.62E-02,3.52E-02,1.02E-02,-8.25E-04,5.5477,-11.6108,82.8717,-12.1676
ant_0477.png,2.99E-02,4.01E-02,9.64E-03,-7.54E-05,5.3568,-3.2858,17.2367,44.4377
ant_0478.png,2.66E-02,4.00E-02,8.34E-03,-1.49E-03,5.5837,-12.0568,51.8868,26.1842
ant_0479.png,2.62E-02,4.09E-02,9.24E-03,8.61E-04,5.6119,-13.4898,67.3063,18.2056
ant_0480.png,2.62E-02,3.89E-02,9.56E-03,-5.01E-04,5.6013,-14.9572,70.4319,6.8729
ant_0481.png,2.64E-02,3.73E-02,1.13E-02,-3.49E-04,5.5864,-13.6304,71.9031,-13.1097
